id	effectiveTime	active	moduleId	refsetId	referencedComponentId	mapTarget
85a4ab01-0240-52ea-87f3-f7d41d6378f7	20210131	1	816211006	816210007	112222000	10022809
85a9c93d-2031-5cf2-8291-f50c2669ee9f	20230131	0	816211006	816210007	84758004	10068729
85ef5f0e-0dc5-5c5f-b320-8fbf43da0661	20210131	1	816211006	816210007	5291005	10020949
860e74f9-fe30-56b9-9e48-1c7f2efdfda3	20210131	1	816211006	816210007	68566005	10046571
8614658e-3ada-5644-9cb5-b7db45aff0ca	20210131	1	816211006	816210007	193184006	10067547
86213001-a488-5f08-8867-8cc07833a55a	20210131	1	816211006	816210007	8186001	10007632
862fbca3-b4ea-5974-8e14-b5fe230f413c	20230131	1	816211006	816210007	301354004	10033393
8644b369-8c7b-5aa4-9fdc-53f88a550696	20210131	1	816211006	816210007	863953007	10054579
865ebea4-78b9-5e4f-9199-c18401f22ce6	20210131	1	816211006	816210007	428817001	10050307
866970c5-f2c5-559e-88fc-10ac6345d694	20210131	1	816211006	816210007	40617009	10067221
868b19d1-0439-5e64-836c-a5f7b412c2fc	20210131	1	816211006	816210007	102486008	10064117
869341f0-aef6-5411-9d78-9fc604172877	20210131	1	816211006	816210007	33910007	10059428
86cd25a3-9397-551e-aafe-76750b7ea361	20220131	1	816211006	816210007	416473005	10064996
86d0f57d-dff7-5c10-8937-538921c23236	20230131	1	816211006	816210007	1156074004	10056871
86eb4d72-51fd-59e1-a3c3-331e2614c446	20210131	1	816211006	816210007	433146000	10076412
86eed93c-740e-5770-9d92-aa2b94c221b3	20210131	1	816211006	816210007	254626006	10001175
8709fe71-b638-5a1d-9249-64c1ec85a966	20210131	1	816211006	816210007	439821009	10053746
872e000f-bccd-5b7d-9c59-e9171c69eeab	20210131	1	816211006	816210007	449781000	10049470
873463fb-1d90-560d-b5e8-cea334e4cd89	20210131	1	816211006	816210007	11939005	10066547
874265e9-829f-5cee-9efd-2521146f2e04	20210131	1	816211006	816210007	129127001	10014011
87521732-7e36-5df8-8211-696a5036a120	20210131	1	816211006	816210007	80182007	10022993
876583c4-4f07-56ab-b2f3-1043f3265768	20210131	1	816211006	816210007	64531003	10028737
876b62ce-1301-507e-a339-568a153409b7	20210131	1	816211006	816210007	74285003	10034260
8773b652-0db7-5d9b-8cc6-827ac5a66116	20210131	1	816211006	816210007	201796004	10042943
87797d8e-f954-5355-b6d8-ccfb9adcad2f	20210131	1	816211006	816210007	79899007	10013710
87ab730f-aa25-552d-928d-a48552e9857a	20210131	1	816211006	816210007	441457006	10011732
87c5b84c-77ce-51e4-bcc1-9f67b742c865	20220131	1	816211006	816210007	237072009	10014755
87d25fd9-7432-5089-a6c5-fac753a0ee27	20210131	1	816211006	816210007	28442001	10036142
87f73cb5-1a60-576b-8bf6-b5ed7553260a	20210131	1	816211006	816210007	30242009	10039587
88116186-c782-5d0a-8f52-237504088dd9	20210131	1	816211006	816210007	3006004	10010770
88122df4-efdd-5d44-941d-5bb6dc906a8a	20210131	1	816211006	816210007	240532009	10063001
88173d10-1006-5141-8a93-639a65d56e11	20210131	1	816211006	816210007	234349007	10027539
8823a749-0108-5aa8-bdda-15edeed5fbec	20210131	1	816211006	816210007	274100004	10008114
8826804c-88e4-5531-af45-4fb9d27b8ef7	20210131	1	816211006	816210007	21243004	10072953
883f9a55-0dd6-511e-8162-b1bac0574fdd	20210131	1	816211006	816210007	15805002	10001076
88437b0e-f0dc-5c42-8528-c3ee919e53a6	20210131	1	816211006	816210007	26538006	10012153
8848a656-6c31-548d-a108-be4347c375a2	20210131	1	816211006	816210007	385763009	10067973
884ec7a5-cc52-53a2-8495-cb78c21da647	20210131	1	816211006	816210007	79015004	10048025
88513f26-0950-594c-9a6d-a95c13afbd27	20210131	1	816211006	816210007	439127006	10043607
885abb56-714d-52f3-902b-5e0a0354faf7	20210131	1	816211006	816210007	59299002	10043458
885fb5dc-2f10-5b20-aa9f-3ac21c08bbc0	20210131	1	816211006	816210007	86094006	10009129
889e0b47-0143-54bf-be89-45e1c5defb98	20210131	1	816211006	816210007	233985008	10000054
88a3a339-c150-5413-be2a-72a7b06e609b	20210131	1	816211006	816210007	45177002	10015967
88da218f-e312-50f2-a905-c6d0361f6717	20220131	0	816211006	816210007	53438000	10037770
88ee6567-c757-5827-baa1-afc7975561a8	20210131	1	816211006	816210007	422504002	10055221
88f4d9cb-8340-589e-814a-ea41cfc1d18f	20210131	1	816211006	816210007	389086002	10021143
88fa1668-e0d6-50d1-995b-1863686d80b3	20210131	1	816211006	816210007	31712002	10080429
88fa8a36-6e12-5406-95cc-889a2664ef54	20220131	1	816211006	816210007	34789001	10076847
890bf63e-bd25-5b13-b29e-d337d1361736	20210131	1	816211006	816210007	201101007	10000614
89196445-cf7c-5750-8c46-3c874fb8e15a	20220131	1	816211006	816210007	16044751000119106	10023250
891a0562-ad64-51ee-9506-6ac4a745cedd	20210131	1	816211006	816210007	3135009	10033072
891acab0-e00f-5ded-8f4a-256dc87672a3	20210131	1	816211006	816210007	863933008	10064537
895de627-74d9-531b-ac46-7dfbe195f0fd	20210131	1	816211006	816210007	22033007	10054746
89647dbb-27f7-56ad-8345-715a0293c788	20210131	1	816211006	816210007	62438007	10058845
896bec3d-cf76-56d9-8740-3c023ce3efd1	20210131	1	816211006	816210007	279039007	10024891
8973b1b2-4c31-5b5a-bab8-9b18f1a35ebe	20210131	1	816211006	816210007	65710008	10001053
8999ba1e-f9b6-58ce-bdd2-3a6bbd743018	20210131	1	816211006	816210007	44054006	10067585
89abe894-562e-5f48-8736-187fb694ce30	20210131	1	816211006	816210007	61285001	10033312
89b1181c-9516-5a55-ba7d-df8cb1433730	20220131	1	816211006	816210007	301273002	10064780
89b2c0fe-adc0-5d9a-92c8-8d5b84f0f249	20210131	1	816211006	816210007	703272007	10078289
89cc6c6f-9ebd-5066-a81c-d2a9181e1b40	20220131	1	816211006	816210007	161466001	10067555
89ceda3c-81a4-56a9-b576-50bd6a535086	20210131	1	816211006	816210007	10762261000119105	10054312
89dacd1f-5a4c-5ab7-8635-c0e1ddbf5530	20210131	1	816211006	816210007	230372003	10080700
89dd21e4-6e7c-506f-a410-36149f0d9b6f	20210131	1	816211006	816210007	44256003	10066558
89ee5780-9e18-5947-833e-d8436fe19759	20210131	1	816211006	816210007	445269007	10061850
8a0cb283-7066-574a-aed4-f79206baa51e	20210131	1	816211006	816210007	278286009	10019467
8a1e61c0-3b75-504d-844e-010c2d034b04	20210131	1	816211006	816210007	118212000	10033997
8a202951-81ee-5715-a877-f40e8dd96624	20210131	1	816211006	816210007	416234007	10067326
8a2ac581-57ba-542f-9d09-dafa60fc3f09	20220131	1	816211006	816210007	60890002	10053053
8a377f15-88a0-522b-bd04-a4d6081d15b4	20220131	0	816211006	816210007	161466001	10078249
8a47f95b-5e84-5292-ab03-9c069079ee20	20210131	1	816211006	816210007	64766004	10045365
8a4dbb10-ad1c-5f00-9873-59f00a61880c	20210131	1	816211006	816210007	111287006	10049217
8a5a2cbf-f134-5919-b623-29468da35fcc	20210131	1	816211006	816210007	70142008	10003664
8a641aab-c2ef-5f12-b55a-b83a31627109	20210131	1	816211006	816210007	404640003	10013573
8a7407c9-a337-5084-a77b-267a73007aa3	20210131	1	816211006	816210007	57433008	10057969
8aa1a4c9-df39-5b9f-8c78-8a71daabf421	20210131	1	816211006	816210007	62718007	10013642
8aa7091b-54d3-5cba-8289-2b03db51f390	20220131	1	816211006	816210007	297288000	10065274
8aaaddb6-be11-5e0c-91a3-1ed4611ffbac	20210131	1	816211006	816210007	44301001	10042462
8aab64b9-b318-55c2-830c-0f5f4227e0fd	20210131	1	816211006	816210007	95394008	10022107
8aca8fa9-0ef1-5888-9cb5-d83a2a3181ff	20210131	1	816211006	816210007	95442007	10011708
8ae8ea7b-51a6-505c-aa4f-b025233f8859	20210131	1	816211006	816210007	80313002	10033557
8aed00fc-7d41-5f05-b639-fff2f1873c7e	20220131	0	816211006	816210007	33339001	10037162
8b015e27-3ee9-5de5-865f-675b5d1bab23	20210131	1	816211006	816210007	443835004	10020061
8b08463c-8d5f-5444-8ca7-9998205c4edf	20210131	1	816211006	816210007	202752002	10058301
8b0a38da-aaa2-5800-ae91-fffd2458d2a9	20210131	1	816211006	816210007	31394004	10063925
8b0cc519-6545-5cec-bb42-383a2e936c33	20210131	1	816211006	816210007	741007	10073343
8b42209a-c86a-5f2d-a6f3-8f394c38a56c	20210131	1	816211006	816210007	444229001	10001436
8b4a44e9-8539-5e23-8c57-4a0e4da995b9	20210131	1	816211006	816210007	160931000119108	10003481
8b690699-9f82-5674-8749-39af5dadf3bc	20210131	1	816211006	816210007	363412000	10025730
8b6e7c74-48b5-5e79-aa23-71cd56c414eb	20220131	1	816211006	816210007	302912005	10078852
8b7940f5-c5ea-5eba-95e9-632e897856e9	20210131	1	816211006	816210007	372130007	10040895
8b7e96e0-c447-5bfa-ab45-a8832d56266e	20210131	1	816211006	816210007	73438004	10045520
8b807b13-2657-5a76-8bc5-9e0917913dfe	20220131	1	816211006	816210007	410070006	10085456
8b8dac57-7494-5397-b12f-a0a1c4f6e70d	20210131	1	816211006	816210007	309557009	10029836
8b8ed326-ecc1-58b4-80eb-b4b48739b4e8	20210131	1	816211006	816210007	247373008	10033420
8bae212b-2587-56f5-8537-1511e15eca56	20210131	1	816211006	816210007	22066006	10042159
8bb130af-2af9-5bb4-8f7f-96d5386dbeda	20210131	1	816211006	816210007	59978006	10009179
8bc10f98-ac59-5d50-830a-0f0555218dca	20210131	1	816211006	816210007	3545003	10052337
8bd0fee6-1759-5eb8-8435-03c3120708b2	20210131	1	816211006	816210007	236574008	10038297
8bdd92e5-ffd6-5400-8bf5-1a6cabe8dab5	20210131	1	816211006	816210007	4210003	10030043
8bf16ab0-3970-54dd-be86-aa6c0583cfac	20210131	1	816211006	816210007	93655004	10025655
8bfedfe1-ab14-53f9-ba88-54f78f0166ad	20210131	1	816211006	816210007	133864008	10062039
8c105cea-4b33-5e02-8e7c-c704e3c3349a	20210131	1	816211006	816210007	195985008	10070295
8c29505c-31a9-5054-98f9-13e6a723667a	20210131	1	816211006	816210007	71325002	10024608
8c299f5e-cda7-5448-9f38-a91dd2f77ba5	20210131	1	816211006	816210007	405737000	10034835
8c2fd7d7-0b2c-5f5d-8993-e68c2eddab34	20210131	1	816211006	816210007	16726004	10038489
8c50c447-320b-51fe-b03a-66b998112f5e	20210131	1	816211006	816210007	283121001	10005215
8c6c9f4d-6b4f-56e4-a825-2b0bb9f93a7f	20210131	1	816211006	816210007	417163006	10022116
8c9c5d35-7806-52fc-a236-bbef3a1730f2	20210131	1	816211006	816210007	410056006	10069462
8c9dae19-c1b9-5632-80be-d35eb07456c5	20210131	1	816211006	816210007	247953009	10047666
8cab35ac-3145-53c1-9e42-a9d2ad40fa31	20220131	1	816211006	816210007	56627002	10037222
8cbc16d7-029f-5d9e-b46b-413559dff6fb	20210131	1	816211006	816210007	115665000	10003645
8cc985f8-227d-5aa6-951a-f685c784e332	20210131	1	816211006	816210007	86077009	10050156
8ce394b0-ee03-5992-a859-1e0b24a71a1d	20210131	1	816211006	816210007	300471006	10046600
8ceb1a19-82fa-536e-9429-be2f7c368a28	20210131	1	816211006	816210007	232722009	10037721
8cf1fdcc-72aa-56c2-90cf-3b82da915b6a	20210131	1	816211006	816210007	5309003	10042346
8d0bd7c8-d0f2-573a-a308-c78065116074	20210131	1	816211006	816210007	723190009	10050441
8d1e7c99-4b3d-5ee7-add9-4089b1966832	20210131	1	816211006	816210007	102500002	10029769
8d293abb-d2fa-5360-a0ef-07bf0c6eb8a5	20210131	1	816211006	816210007	385904005	10050340
8d5c39f4-6f3a-59b2-a7cd-202e2639d583	20220131	1	816211006	816210007	1539003	10044655
8d60377a-0bef-5672-9699-e5042bd921b5	20210131	1	816211006	816210007	68265005	10061831
8d609132-b4d6-5fe5-9276-1433180f0cf6	20210131	1	816211006	816210007	450669005	10068572
8d72e80e-07ce-542c-98b4-d3e6a8a8fb40	20210131	1	816211006	816210007	13197004	10010808
8d732ee7-d7a1-5b03-877d-ced4fb7bd330	20210131	1	816211006	816210007	95320005	10040831
8d8e15b5-744d-5f78-90a6-94106d411354	20210131	1	816211006	816210007	363399006	10025963
8d8f6d2b-0028-5d1a-aaf8-8f550ec432f4	20210131	1	816211006	816210007	27925004	10054107
8d9dc03c-2463-59ee-beb8-323a28966e7a	20210131	1	816211006	816210007	40979000	10015650
8da497e8-cade-5e6e-badb-ba13b99a4cfd	20210131	1	816211006	816210007	293081004	10048901
8dad7164-6cf1-54fe-a8e0-9d6580b7d23a	20210131	1	816211006	816210007	81817003	10003605
8ddbf6d2-48ba-5fe7-932a-d25b3c94aaa8	20210131	1	816211006	816210007	69357003	10037437
8df801b0-7953-57ca-8c4d-f51d09a83fdf	20210131	1	816211006	816210007	77465005	10057677
8df93e41-8788-561e-8b1f-37e81d99d9f7	20210131	1	816211006	816210007	38716007	10003601
8e140752-2660-5bff-bdf9-2cf29fd36353	20210131	1	816211006	816210007	239293007	10022576
8e173460-1d9b-5bfd-828a-68e474c7baf2	20210131	1	816211006	816210007	417996009	10074631
8e251e26-7f6f-5385-8c2d-09bcc7007354	20210131	1	816211006	816210007	191616006	10066589
8e274ff9-0330-5b87-9566-69062bb2435c	20210131	1	816211006	816210007	12962009	10020141
8e2e7fa7-c55d-5a2b-a534-d587ff4d8658	20210131	1	816211006	816210007	14669001	10001041
8e59f5bc-49de-55de-bdc3-a9f5df70ff63	20210131	1	816211006	816210007	48500005	10012255
8e619599-0a53-527f-a8a7-84b7497d64ba	20210131	1	816211006	816210007	315018008	10013582
8e638cee-ce22-55b0-8259-84ee5ab6cd64	20210131	1	816211006	816210007	27942005	10040560
8e6e8af8-6804-5361-be21-4038e38285c6	20210131	1	816211006	816210007	236022004	10024109
8e83e859-d3e9-52c7-a68f-c473e13f3d37	20210131	1	816211006	816210007	46635009	10067584
8e89399c-d054-5d95-9d7b-5980ce4a1e37	20210131	1	816211006	816210007	235919008	10006990
8e984b96-8854-5969-a010-3e5d4e4be727	20210131	1	816211006	816210007	370569000	10028584
8ea12c19-32ad-58f0-af24-96dd5715d40c	20210131	1	816211006	816210007	58184002	10061819
8ea887e2-e894-5bb9-821b-666b8163bee8	20210131	1	816211006	816210007	102915009	10063546
8eaf55ea-ee16-5210-a561-fd4846a9a0c5	20210131	1	816211006	816210007	76956004	10016678
8eafb477-7f4a-5308-b92a-884e6a537848	20210131	1	816211006	816210007	237836003	10040600
8ed3bc37-afbd-5084-960c-590d7bd330a8	20210131	1	816211006	816210007	60032008	10010250
8eed8fbf-72d8-55c6-8c5a-37da34b689aa	20210131	1	816211006	816210007	118666003	10051079
8f4bf026-b272-5e05-9924-9ddb93fa5f02	20210131	1	816211006	816210007	165850001	10002814
8f7072da-0ed4-52bd-b027-3e55daa53538	20220131	1	816211006	816210007	782555009	10085306
8f70a310-1802-5b8a-8617-d0aa0a6ea72f	20230131	1	816211006	816210007	1153345005	10072684
8f868a24-52c8-5349-9cef-be6e841a6347	20210131	1	816211006	816210007	427314002	10068724
8f995756-a849-55fa-80f3-e792a505e276	20210131	1	816211006	816210007	166689004	10040379
8fb60ad3-30ad-546b-88d4-8536ece179ae	20210131	1	816211006	816210007	235986006	10061138
8fb65b4b-339d-5db2-8910-0be4a19e0d8b	20210131	1	816211006	816210007	28031001	10007875
8fc3499b-16c6-5b05-9cbe-02f74cecd01e	20220131	1	816211006	816210007	189948006	10039667
8fecd4cd-7a86-5c72-9f92-3b9665a2f945	20210131	1	816211006	816210007	95326004	10044259
903ffaca-a2b7-5b10-91ef-d6cdfa8aa1b7	20210131	1	816211006	816210007	7973008	10000186
9044c07b-1e1b-5c29-a0a0-a788c13074b3	20210131	1	816211006	816210007	240215009	10036847
9050aca9-a427-5dbf-847c-71f700c0cccc	20210131	1	816211006	816210007	129561000119108	10001017
9069087d-d24d-541c-b22d-40ca29788a5b	20210131	1	816211006	816210007	268520003	10065358
906db7d1-8faf-5cfb-95bd-094c17bc8f9e	20210131	1	816211006	816210007	267038008	10014210
906ec5f5-8037-5839-9fe6-a40b86fa7cf8	20210131	1	816211006	816210007	59927004	10019663
906f8ca2-5ab1-5851-b1d2-e2da301ebc25	20210131	1	816211006	816210007	151271000119102	10061016
907dad72-52e7-58bb-9f4f-953d67a9f095	20210131	1	816211006	816210007	57406009	10007697
90831beb-f324-58f3-bc5d-0a866a293844	20210131	1	816211006	816210007	25064002	10019211
9099aeac-ad3f-5ed8-bca4-fc87cb900625	20210131	1	816211006	816210007	40178009	10001734
90b61519-1911-509b-8610-83247e855812	20220131	1	816211006	816210007	77489003	10037263
90cb3b88-52d5-5b08-b92a-3eccc141a714	20210131	1	816211006	816210007	444453009	10051213
90e0550e-0c59-5ec6-bf23-38e0b731d793	20210131	1	816211006	816210007	373353005	10061852
90fe6dc9-0e71-53ac-9da3-2691341b9fdd	20210131	1	816211006	816210007	18946005	10054375
9147d895-dabc-57ca-9a51-d4079a00c134	20210131	1	816211006	816210007	24982008	10013036
9159f652-6637-5747-9e05-9d35e8b2fdf5	20210131	1	816211006	816210007	44223004	10036603
916162ec-bc55-59dd-b2c4-034a13d5a069	20220131	1	816211006	816210007	111374002	10033635
9173724a-b090-5c9d-a212-2230032014dd	20210131	1	816211006	816210007	699373005	10064070
